user_id,username,customer_age,income,employment_status,housing_status,credit_risk_score,bank_months_count,has_other_cards,email_is_free,email,first_name,last_name,full_name
1015,leyla1015,40,0.7000000000000001,CA,BB,140,-1,1,0,leyla.celik@sandbox.opba.com,Leyla,Çelik,Leyla Çelik
1016,tugce1016,20,0.7000000000000001,CB,BC,38,1,1,1,tugce.simsek@sandbox.opba.com,Tuğçe,Şimşek,Tuğçe Şimşek
1017,gokhan1017,30,0.8,CA,BE,185,28,0,1,gokhan.sari@sandbox.opba.com,Gökhan,Sarı,Gökhan Sarı
1018,can1018,30,0.4,CA,BB,156,-1,1,1,can.gunes@sandbox.opba.com,Can,Güneş,Can Güneş
1019,esra1019,30,0.1,CB,BE,118,28,0,1,esra.ozkan@sandbox.opba.com,Esra,Özkan,Esra Özkan
1020,hilal1020,50,0.9,CB,BA,184,26,1,1,hilal.cetin@sandbox.opba.com,Hilal,Çetin,Hilal Çetin
1021,kadir1021,40,0.8,CA,BC,115,5,1,1,kadir.eren@sandbox.opba.com,Kadir,Eren,Kadir Eren
1022,i̇rem1022,40,0.5,CD,BB,176,25,0,0,irem.yildirim@sandbox.opba.com,İrem,Yıldırım,İrem Yıldırım
1023,kubra1023,10,0.6000000000000001,CA,BE,25,30,0,0,kubra.kara@sandbox.opba.com,Kübra,Kara,Kübra Kara
1024,deniz1024,50,0.8,CA,BA,70,-1,0,0,deniz.yilmaz@sandbox.opba.com,Deniz,Yılmaz,Deniz Yılmaz
1025,yasemin1025,20,0.1,CA,BB,47,20,0,1,yasemin.yildiz@sandbox.opba.com,Yasemin,Yıldız,Yasemin Yıldız
1026,gokhan1026,20,0.9,CA,BC,76,2,0,0,gokhan.gunes@sandbox.opba.com,Gökhan,Güneş,Gökhan Güneş
1027,rabia1027,30,0.8,CA,BA,156,-1,1,1,rabia.polat@sandbox.opba.com,Rabia,Polat,Rabia Polat
1028,pinar1028,40,0.3,CB,BC,92,25,0,0,pinar.simsek@sandbox.opba.com,Pınar,Şimşek,Pınar Şimşek
1029,yasemin1029,20,0.6000000000000001,CA,BB,88,1,0,0,yasemin.tas@sandbox.opba.com,Yasemin,Taş,Yasemin Taş
1030,esra1030,40,0.4,CA,BD,287,10,1,1,esra.kurt@sandbox.opba.com,Esra,Kurt,Esra Kurt
1031,emre1031,30,0.8,CB,BC,120,-1,0,0,emre.yilmaz@sandbox.opba.com,Emre,Yılmaz,Emre Yılmaz
1032,pinar1032,50,0.8,CA,BA,310,25,0,0,pinar.simsek@sandbox.opba.com,Pınar,Şimşek,Pınar Şimşek
1033,rabia1033,20,0.1,CB,BE,45,-1,0,0,rabia.aydin@sandbox.opba.com,Rabia,Aydın,Rabia Aydın
1034,kerem1034,20,0.2,CA,BC,155,1,0,0,kerem.kilic@sandbox.opba.com,Kerem,Kılıç,Kerem Kılıç
1035,zeynep1035,20,0.1,CA,BA,120,10,0,0,zeynep.koc@sandbox.opba.com,Zeynep,Koç,Zeynep Koç
1036,zeynep1036,20,0.1,CA,BE,108,31,0,0,zeynep.aydin@sandbox.opba.com,Zeynep,Aydın,Zeynep Aydın
1037,selin1037,30,0.9,CA,BA,156,-1,1,1,selin.ozkan@sandbox.opba.com,Selin,Özkan,Selin Özkan
1038,leyla1038,60,0.8,CB,BB,36,28,0,1,leyla.kilic@sandbox.opba.com,Leyla,Kılıç,Leyla Kılıç
1039,naz1039,30,0.8,CA,BC,173,1,0,0,naz.aksoy@sandbox.opba.com,Naz,Aksoy,Naz Aksoy
1040,melike1040,30,0.9,CA,BA,97,-1,0,0,melike.aydin@sandbox.opba.com,Melike,Aydın,Melike Aydın
1041,i̇lker1041,60,0.6000000000000001,CA,BE,74,20,0,0,ilker.kara@sandbox.opba.com,İlker,Kara,İlker Kara
1042,zeynep1042,30,0.2,CA,BC,99,28,0,0,zeynep.kilic@sandbox.opba.com,Zeynep,Kılıç,Zeynep Kılıç
1043,leyla1043,40,0.9,CA,BC,124,-1,0,1,leyla.arslan@sandbox.opba.com,Leyla,Arslan,Leyla Arslan
1044,sena1044,20,0.4,CA,BC,128,25,0,1,sena.ozdemir@sandbox.opba.com,Sena,Özdemir,Sena Özdemir
1045,kadir1045,20,0.9,CA,BC,94,1,0,0,kadir.cetin@sandbox.opba.com,Kadir,Çetin,Kadir Çetin
1046,nisa1046,50,0.9,CA,BA,219,26,1,0,nisa.kara@sandbox.opba.com,Nisa,Kara,Nisa Kara
1047,leyla1047,30,0.9,CB,BB,137,1,1,0,leyla.tas@sandbox.opba.com,Leyla,Taş,Leyla Taş
1048,i̇lker1048,50,0.6000000000000001,CA,BC,146,20,0,1,ilker.gunes@sandbox.opba.com,İlker,Güneş,İlker Güneş
1049,hilal1049,50,0.8,CA,BC,162,1,0,1,hilal.yilmaz@sandbox.opba.com,Hilal,Yılmaz,Hilal Yılmaz
1050,oguz1050,50,0.9,CA,BA,131,28,0,1,oguz.aydin@sandbox.opba.com,Oğuz,Aydın,Oğuz Aydın
1051,yaren1051,30,0.1,CB,BC,33,2,0,1,yaren.tas@sandbox.opba.com,Yaren,Taş,Yaren Taş
1052,eda1052,40,0.2,CA,BB,139,-1,0,1,eda.gunes@sandbox.opba.com,Eda,Güneş,Eda Güneş
1053,ahmet1053,40,0.1,CA,BB,171,31,0,0,ahmet.demir@sandbox.opba.com,Ahmet,Demir,Ahmet Demir
1054,sila1054,40,0.3,CA,BB,181,12,0,1,sila.sari@sandbox.opba.com,Sıla,Sarı,Sıla Sarı
1055,esra1055,30,0.6000000000000001,CB,BC,-94,11,0,0,esra.arslan@sandbox.opba.com,Esra,Arslan,Esra Arslan
1056,ahmet1056,30,0.8,CA,BB,130,-1,0,1,ahmet.demir@sandbox.opba.com,Ahmet,Demir,Ahmet Demir
1057,elif1057,40,0.9,CA,BC,50,-1,0,1,elif.kaya@sandbox.opba.com,Elif,Kaya,Elif Kaya
1058,naz1058,20,0.6000000000000001,CA,BD,95,10,0,1,naz.kaya@sandbox.opba.com,Naz,Kaya,Naz Kaya
1059,tolga1059,20,0.6000000000000001,CA,BA,202,9,0,0,tolga.yildirim@sandbox.opba.com,Tolga,Yıldırım,Tolga Yıldırım
1060,oguz1060,30,0.1,CA,BA,89,31,1,0,oguz.tas@sandbox.opba.com,Oğuz,Taş,Oğuz Taş
1061,kerem1061,30,0.7000000000000001,CA,BA,242,1,0,0,kerem.dogan@sandbox.opba.com,Kerem,Doğan,Kerem Doğan
1062,mehmet1062,30,0.3,CA,BE,53,30,0,1,mehmet.yilmaz@sandbox.opba.com,Mehmet,Yılmaz,Mehmet Yılmaz
1063,burak1063,40,0.7000000000000001,CA,BC,131,1,0,1,burak.bulut@sandbox.opba.com,Burak,Bulut,Burak Bulut
1064,umut1064,30,0.1,CA,BE,35,28,1,0,umut.simsek@sandbox.opba.com,Umut,Şimşek,Umut Şimşek
1065,sena1065,50,0.3,CA,BA,265,25,0,0,sena.polat@sandbox.opba.com,Sena,Polat,Sena Polat
1066,ayse1066,80,0.8,CA,BA,205,-1,0,0,ayse.ozcan@sandbox.opba.com,Ayşe,Özcan,Ayşe Özcan
1067,oguz1067,20,0.4,CA,BE,14,26,0,0,oguz.aydin@sandbox.opba.com,Oğuz,Aydın,Oğuz Aydın
1068,eda1068,30,0.1,CD,BB,83,10,1,1,eda.arslan@sandbox.opba.com,Eda,Arslan,Eda Arslan
1069,selin1069,50,0.1,CA,BC,20,28,0,0,selin.aksoy@sandbox.opba.com,Selin,Aksoy,Selin Aksoy
1070,yaren1070,20,0.7000000000000001,CA,BB,6,28,0,1,yaren.arslan@sandbox.opba.com,Yaren,Arslan,Yaren Arslan
1071,kadir1071,40,0.6000000000000001,CA,BE,133,28,1,0,kadir.bozkurt@sandbox.opba.com,Kadir,Bozkurt,Kadir Bozkurt
1072,esra1072,40,0.3,CA,BB,138,1,1,0,esra.yilmaz@sandbox.opba.com,Esra,Yılmaz,Esra Yılmaz
1073,zeynep1073,40,0.3,CA,BB,93,15,0,0,zeynep.kilic@sandbox.opba.com,Zeynep,Kılıç,Zeynep Kılıç
1074,nisa1074,60,0.2,CC,BA,90,-1,0,1,nisa.tas@sandbox.opba.com,Nisa,Taş,Nisa Taş
1075,emre1075,30,0.9,CA,BE,204,31,1,0,emre.eren@sandbox.opba.com,Emre,Eren,Emre Eren
1076,deniz1076,40,0.9,CA,BC,152,6,0,1,deniz.yilmaz@sandbox.opba.com,Deniz,Yılmaz,Deniz Yılmaz
1077,sena1077,20,0.9,CA,BC,140,-1,1,0,sena.aydin@sandbox.opba.com,Sena,Aydın,Sena Aydın
1078,dilan1078,60,0.5,CC,BB,98,-1,0,1,dilan.aslan@sandbox.opba.com,Dilan,Aslan,Dilan Aslan
1079,tugce1079,40,0.6000000000000001,CA,BA,79,15,0,1,tugce.ozturk@sandbox.opba.com,Tuğçe,Öztürk,Tuğçe Öztürk
1080,fatma1080,30,0.9,CA,BB,114,-1,1,1,fatma.arslan@sandbox.opba.com,Fatma,Arslan,Fatma Arslan
1081,burak1081,30,0.7000000000000001,CA,BB,185,-1,0,0,burak.ozturk@sandbox.opba.com,Burak,Öztürk,Burak Öztürk
1082,ayse1082,30,0.6000000000000001,CA,BC,175,20,0,1,ayse.cetin@sandbox.opba.com,Ayşe,Çetin,Ayşe Çetin
1083,cenk1083,10,0.3,CA,BB,137,-1,0,0,cenk.ozcan@sandbox.opba.com,Cenk,Özcan,Cenk Özcan
1084,tugce1084,40,0.8,CB,BC,149,15,0,1,tugce.demir@sandbox.opba.com,Tuğçe,Demir,Tuğçe Demir
1085,naz1085,30,0.1,CA,BA,191,2,0,0,naz.demir@sandbox.opba.com,Naz,Demir,Naz Demir
1086,kubra1086,20,0.1,CA,BB,21,1,0,1,kubra.yildiz@sandbox.opba.com,Kübra,Yıldız,Kübra Yıldız
1087,emre1087,20,0.1,CA,BC,57,1,1,0,emre.bulut@sandbox.opba.com,Emre,Bulut,Emre Bulut
1088,deniz1088,40,0.6000000000000001,CA,BC,75,11,0,1,deniz.sahin@sandbox.opba.com,Deniz,Şahin,Deniz Şahin
1089,emre1089,40,0.6000000000000001,CB,BC,67,1,0,1,emre.arslan@sandbox.opba.com,Emre,Arslan,Emre Arslan
1090,burak1090,30,0.6000000000000001,CB,BA,112,31,0,0,burak.celik@sandbox.opba.com,Burak,Çelik,Burak Çelik
1091,fatma1091,30,0.3,CA,BE,92,9,1,0,fatma.ozkan@sandbox.opba.com,Fatma,Özkan,Fatma Özkan
1092,tolga1092,40,0.9,CA,BA,331,-1,0,1,tolga.demir@sandbox.opba.com,Tolga,Demir,Tolga Demir
1093,deniz1093,30,0.6000000000000001,CB,BC,137,-1,0,1,deniz.yildirim@sandbox.opba.com,Deniz,Yıldırım,Deniz Yıldırım
1094,rabia1094,50,0.2,CA,BE,336,1,0,0,rabia.gunes@sandbox.opba.com,Rabia,Güneş,Rabia Güneş
1095,leyla1095,40,0.1,CF,BB,219,10,0,1,leyla.celik@sandbox.opba.com,Leyla,Çelik,Leyla Çelik
1096,sena1096,30,0.1,CA,BB,214,1,0,0,sena.eren@sandbox.opba.com,Sena,Eren,Sena Eren
1097,cenk1097,30,0.9,CA,BA,231,1,0,0,cenk.eren@sandbox.opba.com,Cenk,Eren,Cenk Eren
1098,tugce1098,50,0.2,CA,BA,159,25,0,0,tugce.eren@sandbox.opba.com,Tuğçe,Eren,Tuğçe Eren
1099,sila1099,20,0.3,CB,BB,123,1,1,0,sila.eren@sandbox.opba.com,Sıla,Eren,Sıla Eren
1100,sila1100,20,0.1,CF,BC,114,1,0,1,sila.cetin@sandbox.opba.com,Sıla,Çetin,Sıla Çetin
1101,dilan1101,30,0.5,CA,BA,198,26,0,1,dilan.demir@sandbox.opba.com,Dilan,Demir,Dilan Demir
1102,can1102,30,0.8,CA,BC,38,1,0,0,can.simsek@sandbox.opba.com,Can,Şimşek,Can Şimşek
1103,pinar1103,40,0.1,CA,BC,53,15,0,1,pinar.yilmaz@sandbox.opba.com,Pınar,Yılmaz,Pınar Yılmaz
1104,murat1104,60,0.1,CC,BB,118,-1,0,0,murat.bozkurt@sandbox.opba.com,Murat,Bozkurt,Murat Bozkurt
1105,ayse1105,20,0.1,CE,BE,93,30,0,1,ayse.kaya@sandbox.opba.com,Ayşe,Kaya,Ayşe Kaya
1106,mehmet1106,50,0.2,CF,BB,82,-1,0,1,mehmet.bozkurt@sandbox.opba.com,Mehmet,Bozkurt,Mehmet Bozkurt
1107,cenk1107,30,0.9,CB,BC,186,1,1,0,cenk.sahin@sandbox.opba.com,Cenk,Şahin,Cenk Şahin
1108,sila1108,50,0.9,CA,BC,231,1,1,1,sila.tas@sandbox.opba.com,Sıla,Taş,Sıla Taş
1109,leyla1109,20,0.2,CA,BC,145,-1,0,0,leyla.ozkan@sandbox.opba.com,Leyla,Özkan,Leyla Özkan
1110,leyla1110,30,0.9,CB,BE,146,6,0,1,leyla.kilic@sandbox.opba.com,Leyla,Kılıç,Leyla Kılıç
1111,i̇rem1111,30,0.9,CA,BC,261,28,1,1,irem.ozturk@sandbox.opba.com,İrem,Öztürk,İrem Öztürk
1112,hakan1112,40,0.9,CA,BA,239,-1,0,0,hakan.kara@sandbox.opba.com,Hakan,Kara,Hakan Kara
1113,pinar1113,50,0.7000000000000001,CD,BB,102,-1,0,0,pinar.ozturk@sandbox.opba.com,Pınar,Öztürk,Pınar Öztürk
1114,zeynep1114,50,0.9,CB,BB,182,20,0,0,zeynep.ozdemir@sandbox.opba.com,Zeynep,Özdemir,Zeynep Özdemir
1115,volkan1115,20,0.6000000000000001,CA,BB,192,30,0,0,volkan.kaplan@sandbox.opba.com,Volkan,Kaplan,Volkan Kaplan
1116,onur1116,20,0.8,CA,BC,172,10,1,0,onur.sari@sandbox.opba.com,Onur,Sarı,Onur Sarı
1117,ayse1117,40,0.4,CF,BB,71,28,1,1,ayse.cetin@sandbox.opba.com,Ayşe,Çetin,Ayşe Çetin
1118,ahmet1118,60,0.4,CF,BB,119,-1,0,1,ahmet.simsek@sandbox.opba.com,Ahmet,Şimşek,Ahmet Şimşek
1119,yasemin1119,20,0.6000000000000001,CB,BC,129,1,0,0,yasemin.ozdemir@sandbox.opba.com,Yasemin,Özdemir,Yasemin Özdemir
1120,volkan1120,50,0.6000000000000001,CB,BC,95,1,0,1,volkan.simsek@sandbox.opba.com,Volkan,Şimşek,Volkan Şimşek
1121,murat1121,30,0.7000000000000001,CA,BB,236,28,0,1,murat.arslan@sandbox.opba.com,Murat,Arslan,Murat Arslan
1122,oguz1122,40,0.1,CA,BA,194,-1,0,0,oguz.yildiz@sandbox.opba.com,Oğuz,Yıldız,Oğuz Yıldız
1123,burak1123,40,0.1,CA,BD,156,-1,0,0,burak.ozdemir@sandbox.opba.com,Burak,Özdemir,Burak Özdemir
1124,hilal1124,50,0.9,CA,BA,178,-1,0,0,hilal.polat@sandbox.opba.com,Hilal,Polat,Hilal Polat
1125,yaren1125,30,0.5,CA,BC,65,31,0,1,yaren.aksoy@sandbox.opba.com,Yaren,Aksoy,Yaren Aksoy
1126,omer1126,20,0.4,CA,BB,64,31,0,1,omer.aslan@sandbox.opba.com,Ömer,Aslan,Ömer Aslan
1127,sena1127,30,0.6000000000000001,CC,BA,124,15,0,1,sena.gunes@sandbox.opba.com,Sena,Güneş,Sena Güneş
1128,leyla1128,70,0.8,CB,BA,136,19,0,1,leyla.kilic@sandbox.opba.com,Leyla,Kılıç,Leyla Kılıç
1129,yasemin1129,30,0.4,CB,BE,82,31,0,0,yasemin.bozkurt@sandbox.opba.com,Yasemin,Bozkurt,Yasemin Bozkurt
1130,umut1130,30,0.9,CA,BE,92,31,0,0,umut.bulut@sandbox.opba.com,Umut,Bulut,Umut Bulut
1131,zeynep1131,40,0.3,CA,BC,119,1,1,1,zeynep.simsek@sandbox.opba.com,Zeynep,Şimşek,Zeynep Şimşek
1132,umut1132,20,0.1,CA,BC,126,-1,0,0,umut.arslan@sandbox.opba.com,Umut,Arslan,Umut Arslan
1133,mert1133,50,0.8,CA,BE,100,30,0,1,mert.sari@sandbox.opba.com,Mert,Sarı,Mert Sarı
1134,yasemin1134,20,0.1,CA,BE,226,-1,0,0,yasemin.simsek@sandbox.opba.com,Yasemin,Şimşek,Yasemin Şimşek
1135,kerem1135,40,0.7000000000000001,CA,BB,101,-1,0,1,kerem.yildiz@sandbox.opba.com,Kerem,Yıldız,Kerem Yıldız
1136,hakan1136,30,0.9,CA,BE,86,-1,1,1,hakan.arslan@sandbox.opba.com,Hakan,Arslan,Hakan Arslan
1137,sena1137,20,0.5,CA,BB,69,-1,0,1,sena.tas@sandbox.opba.com,Sena,Taş,Sena Taş
1138,tugce1138,50,0.4,CA,BC,117,15,0,0,tugce.dogan@sandbox.opba.com,Tuğçe,Doğan,Tuğçe Doğan
1139,tolga1139,40,0.6000000000000001,CA,BB,161,28,0,1,tolga.aydin@sandbox.opba.com,Tolga,Aydın,Tolga Aydın
1140,sena1140,30,0.8,CA,BD,251,-1,0,1,sena.ozdemir@sandbox.opba.com,Sena,Özdemir,Sena Özdemir
1141,umut1141,30,0.9,CA,BC,50,1,0,0,umut.ozcan@sandbox.opba.com,Umut,Özcan,Umut Özcan
1142,dilan1142,30,0.8,CA,BC,99,27,1,1,dilan.aksoy@sandbox.opba.com,Dilan,Aksoy,Dilan Aksoy
1143,yasemin1143,60,0.9,CA,BA,187,1,1,1,yasemin.koc@sandbox.opba.com,Yasemin,Koç,Yasemin Koç
1144,yaren1144,30,0.9,CA,BA,237,21,0,0,yaren.ozturk@sandbox.opba.com,Yaren,Öztürk,Yaren Öztürk
1145,rabia1145,50,0.8,CA,BC,214,28,0,0,rabia.kurt@sandbox.opba.com,Rabia,Kurt,Rabia Kurt
1146,tugce1146,30,0.6000000000000001,CA,BC,6,1,0,1,tugce.aydin@sandbox.opba.com,Tuğçe,Aydın,Tuğçe Aydın
1147,mehmet1147,30,0.2,CF,BB,216,5,0,0,mehmet.kurt@sandbox.opba.com,Mehmet,Kurt,Mehmet Kurt
1148,i̇rem1148,20,0.1,CE,BE,87,15,0,0,irem.yilmaz@sandbox.opba.com,İrem,Yılmaz,İrem Yılmaz
1149,fatma1149,30,0.7000000000000001,CA,BB,265,1,0,0,fatma.ozdemir@sandbox.opba.com,Fatma,Özdemir,Fatma Özdemir
1150,elif1150,30,0.5,CA,BA,211,25,0,0,elif.ozdemir@sandbox.opba.com,Elif,Özdemir,Elif Özdemir
1151,naz1151,20,0.9,CB,BE,63,28,0,1,naz.kara@sandbox.opba.com,Naz,Kara,Naz Kara
1152,yaren1152,30,0.4,CA,BC,121,-1,0,0,yaren.kaya@sandbox.opba.com,Yaren,Kaya,Yaren Kaya
1153,cenk1153,30,0.1,CA,BB,119,1,0,1,cenk.ozdemir@sandbox.opba.com,Cenk,Özdemir,Cenk Özdemir
1154,nisa1154,30,0.8,CA,BC,95,15,1,1,nisa.yildirim@sandbox.opba.com,Nisa,Yıldırım,Nisa Yıldırım
1155,fatma1155,40,0.8,CA,BB,192,11,1,1,fatma.arslan@sandbox.opba.com,Fatma,Arslan,Fatma Arslan
1156,yaren1156,20,0.1,CA,BE,81,25,0,0,yaren.aydin@sandbox.opba.com,Yaren,Aydın,Yaren Aydın
1157,hilal1157,50,0.3,CA,BC,63,1,1,0,hilal.kaya@sandbox.opba.com,Hilal,Kaya,Hilal Kaya
1158,mert1158,50,0.8,CA,BB,90,10,0,1,mert.polat@sandbox.opba.com,Mert,Polat,Mert Polat
1159,sena1159,20,0.6000000000000001,CA,BC,104,1,0,0,sena.kara@sandbox.opba.com,Sena,Kara,Sena Kara
1160,gokhan1160,20,0.6000000000000001,CA,BE,68,30,0,0,gokhan.kaya@sandbox.opba.com,Gökhan,Kaya,Gökhan Kaya
1161,kadir1161,30,0.6000000000000001,CF,BB,107,22,0,1,kadir.koc@sandbox.opba.com,Kadir,Koç,Kadir Koç
1162,ayse1162,40,0.1,CB,BC,35,31,0,0,ayse.kilic@sandbox.opba.com,Ayşe,Kılıç,Ayşe Kılıç
1163,dilan1163,30,0.4,CD,BC,93,30,0,1,dilan.ozdemir@sandbox.opba.com,Dilan,Özdemir,Dilan Özdemir
1164,selin1164,30,0.1,CB,BB,158,1,0,1,selin.ozkan@sandbox.opba.com,Selin,Özkan,Selin Özkan
1165,umut1165,30,0.1,CA,BA,179,-1,0,1,umut.kaya@sandbox.opba.com,Umut,Kaya,Umut Kaya
1166,tugce1166,50,0.1,CB,BB,110,31,0,0,tugce.eren@sandbox.opba.com,Tuğçe,Eren,Tuğçe Eren
1167,eda1167,40,0.1,CB,BC,71,15,0,1,eda.bulut@sandbox.opba.com,Eda,Bulut,Eda Bulut
1168,yasemin1168,30,0.2,CA,BB,172,1,0,0,yasemin.bozkurt@sandbox.opba.com,Yasemin,Bozkurt,Yasemin Bozkurt
1169,selin1169,60,0.7000000000000001,CA,BC,135,31,0,0,selin.simsek@sandbox.opba.com,Selin,Şimşek,Selin Şimşek
1170,sila1170,30,0.1,CA,BB,132,19,0,0,sila.kurt@sandbox.opba.com,Sıla,Kurt,Sıla Kurt
1171,rabia1171,50,0.1,CA,BA,218,-1,0,1,rabia.eren@sandbox.opba.com,Rabia,Eren,Rabia Eren
1172,hakan1172,20,0.7000000000000001,CA,BC,127,-1,0,1,hakan.yilmaz@sandbox.opba.com,Hakan,Yılmaz,Hakan Yılmaz
1173,burak1173,40,0.2,CA,BC,107,-1,0,1,burak.celik@sandbox.opba.com,Burak,Çelik,Burak Çelik
1174,selin1174,20,0.9,CB,BE,129,31,0,1,selin.polat@sandbox.opba.com,Selin,Polat,Selin Polat
1175,leyla1175,20,0.1,CA,BE,130,25,0,1,leyla.kurt@sandbox.opba.com,Leyla,Kurt,Leyla Kurt
1176,i̇lker1176,10,0.2,CA,BA,204,-1,0,1,ilker.sahin@sandbox.opba.com,İlker,Şahin,İlker Şahin
1177,esra1177,30,0.7000000000000001,CA,BE,253,1,0,0,esra.aslan@sandbox.opba.com,Esra,Aslan,Esra Aslan
1178,elif1178,30,0.3,CD,BB,169,24,0,0,elif.polat@sandbox.opba.com,Elif,Polat,Elif Polat
1179,dilan1179,30,0.3,CB,BC,57,1,0,0,dilan.ozkan@sandbox.opba.com,Dilan,Özkan,Dilan Özkan
1180,mert1180,30,0.1,CA,BB,80,-1,0,1,mert.tas@sandbox.opba.com,Mert,Taş,Mert Taş
1181,i̇lker1181,40,0.9,CA,BC,101,31,0,1,ilker.celik@sandbox.opba.com,İlker,Çelik,İlker Çelik
1182,kadir1182,40,0.9,CA,BA,224,-1,1,0,kadir.aydin@sandbox.opba.com,Kadir,Aydın,Kadir Aydın
1183,emre1183,20,0.8,CB,BC,115,1,0,1,emre.kurt@sandbox.opba.com,Emre,Kurt,Emre Kurt
1184,elif1184,30,0.8,CA,BC,102,-1,0,0,elif.ozdemir@sandbox.opba.com,Elif,Özdemir,Elif Özdemir
1185,fatma1185,50,0.9,CC,BA,157,-1,1,1,fatma.ozcan@sandbox.opba.com,Fatma,Özcan,Fatma Özcan
1186,tugce1186,40,0.8,CA,BC,146,-1,0,1,tugce.dogan@sandbox.opba.com,Tuğçe,Doğan,Tuğçe Doğan
1187,yasemin1187,30,0.9,CC,BB,24,-1,1,0,yasemin.bulut@sandbox.opba.com,Yasemin,Bulut,Yasemin Bulut
1188,sila1188,20,0.9,CA,BE,156,28,1,1,sila.demir@sandbox.opba.com,Sıla,Demir,Sıla Demir
1189,i̇rem1189,30,0.9,CA,BC,125,-1,1,0,irem.polat@sandbox.opba.com,İrem,Polat,İrem Polat
1190,ayse1190,30,0.7000000000000001,CB,BC,110,-1,0,1,ayse.kara@sandbox.opba.com,Ayşe,Kara,Ayşe Kara
1191,umut1191,30,0.7000000000000001,CA,BE,81,25,0,1,umut.gunes@sandbox.opba.com,Umut,Güneş,Umut Güneş
1192,ahmet1192,40,0.4,CA,BC,78,1,0,1,ahmet.kilic@sandbox.opba.com,Ahmet,Kılıç,Ahmet Kılıç
1193,tugce1193,40,0.9,CA,BC,78,28,0,0,tugce.arslan@sandbox.opba.com,Tuğçe,Arslan,Tuğçe Arslan
1194,yigit1194,30,0.9,CA,BC,117,26,1,0,yigit.celik@sandbox.opba.com,Yiğit,Çelik,Yiğit Çelik
1195,deniz1195,20,0.8,CB,BB,91,-1,1,0,deniz.yilmaz@sandbox.opba.com,Deniz,Yılmaz,Deniz Yılmaz
1196,deniz1196,30,0.9,CA,BC,114,6,0,1,deniz.demir@sandbox.opba.com,Deniz,Demir,Deniz Demir
1197,hilal1197,50,0.4,CB,BC,83,15,0,1,hilal.yilmaz@sandbox.opba.com,Hilal,Yılmaz,Hilal Yılmaz
1198,i̇rem1198,30,0.8,CA,BB,139,-1,0,1,irem.kurt@sandbox.opba.com,İrem,Kurt,İrem Kurt
1199,pinar1199,40,0.1,CA,BB,89,10,1,0,pinar.arslan@sandbox.opba.com,Pınar,Arslan,Pınar Arslan
1200,yaren1200,30,0.6000000000000001,CA,BA,185,1,0,1,yaren.kara@sandbox.opba.com,Yaren,Kara,Yaren Kara
1201,mehmet1201,30,0.4,CA,BC,192,1,0,1,mehmet.ozturk@sandbox.opba.com,Mehmet,Öztürk,Mehmet Öztürk
1202,yaren1202,50,0.2,CA,BA,41,24,1,0,yaren.sari@sandbox.opba.com,Yaren,Sarı,Yaren Sarı
1203,ahmet1203,40,0.8,CA,BB,116,-1,0,0,ahmet.aksoy@sandbox.opba.com,Ahmet,Aksoy,Ahmet Aksoy
1204,tolga1204,30,0.8,CB,BB,61,31,0,0,tolga.demir@sandbox.opba.com,Tolga,Demir,Tolga Demir
1205,pinar1205,40,0.9,CC,BC,123,21,0,1,pinar.ozturk@sandbox.opba.com,Pınar,Öztürk,Pınar Öztürk
1206,selin1206,20,0.4,CB,BE,178,21,0,0,selin.cetin@sandbox.opba.com,Selin,Çetin,Selin Çetin
1207,zeynep1207,10,0.4,CE,BE,154,-1,0,0,zeynep.arslan@sandbox.opba.com,Zeynep,Arslan,Zeynep Arslan
1208,mehmet1208,40,0.8,CA,BA,98,25,0,1,mehmet.koc@sandbox.opba.com,Mehmet,Koç,Mehmet Koç
1209,onur1209,30,0.1,CA,BC,122,1,0,1,onur.polat@sandbox.opba.com,Onur,Polat,Onur Polat
1210,emre1210,30,0.9,CA,BC,245,1,1,0,emre.kaplan@sandbox.opba.com,Emre,Kaplan,Emre Kaplan
1211,kerem1211,20,0.3,CA,BB,124,-1,0,1,kerem.ozdemir@sandbox.opba.com,Kerem,Özdemir,Kerem Özdemir
1212,yigit1212,30,0.8,CA,BE,101,6,0,1,yigit.kaya@sandbox.opba.com,Yiğit,Kaya,Yiğit Kaya
1213,rabia1213,30,0.9,CA,BC,116,11,0,0,rabia.kilic@sandbox.opba.com,Rabia,Kılıç,Rabia Kılıç
1214,fatma1214,20,0.2,CA,BB,97,3,0,1,fatma.dogan@sandbox.opba.com,Fatma,Doğan,Fatma Doğan
1215,eda1215,30,0.9,CA,BB,70,1,0,0,eda.simsek@sandbox.opba.com,Eda,Şimşek,Eda Şimşek
1216,umut1216,30,0.1,CA,BB,45,3,0,1,umut.celik@sandbox.opba.com,Umut,Çelik,Umut Çelik
1217,kubra1217,40,0.9,CA,BC,206,1,0,1,kubra.kaya@sandbox.opba.com,Kübra,Kaya,Kübra Kaya
1218,tugce1218,20,0.1,CE,BE,107,1,0,1,tugce.ozdemir@sandbox.opba.com,Tuğçe,Özdemir,Tuğçe Özdemir
1219,yasemin1219,20,0.1,CA,BB,82,-1,1,1,yasemin.kilic@sandbox.opba.com,Yasemin,Kılıç,Yasemin Kılıç
1220,tugce1220,60,0.1,CA,BE,94,15,0,1,tugce.simsek@sandbox.opba.com,Tuğçe,Şimşek,Tuğçe Şimşek
