_id,userId,bankName,cardNumber,cardHolderName,balance,currency,isActive,lastSyncedAt,createdAt,source,description
"{""$oid"": ""f32f68b0aae3f62e6d4a204c""}","{""$oid"": ""77e0e95abb061c49ab2483c3""}",Garanti Bankası,6532205144061153,Recep Özdemir,7251.9,TRY,True,"{""$date"": ""2025-12-24T15:07:54.699000Z""}","{""$date"": ""2025-12-25T00:01:54.699000Z""}",mock,Banka Kartım
"{""$oid"": ""4f1a2701794529b2138d5278""}","{""$oid"": ""9f29bc9f9f36815758054e97""}",Akbank,5005525583103349,Furkan Karaca,6257.74,USD,True,"{""$date"": ""2025-12-18T11:22:54.699000Z""}","{""$date"": ""2025-12-24T23:58:54.699000Z""}",mock,Biriktirme Hesabım
"{""$oid"": ""32bcc4617cb81d47b6a72514""}","{""$oid"": ""49670e4b12181330fecaea5a""}",İş Bankası,4043980402339442,Ceren Kaplan,18226.99,USD,True,"{""$date"": ""2025-12-22T23:46:54.699000Z""}","{""$date"": ""2025-12-24T23:55:54.699000Z""}",manuel,Günlük Harcamalar
"{""$oid"": ""319c02645d69585eb0b93abe""}","{""$oid"": ""221464edf3305cf34d5a7ea5""}",Garanti Bankası,4434847523704444,Büşra Kılıç,5337.58,TRY,True,"{""$date"": ""2025-12-21T03:53:54.699000Z""}","{""$date"": ""2025-12-24T23:52:54.699000Z""}",openbanking,Biriktirme Hesabım
"{""$oid"": ""b008772df26dfd9860a9df45""}","{""$oid"": ""d280b2dd45d827f8d63fd5ae""}",Akbank,3831007212930136,Fatma Kaplan,14860.52,USD,True,"{""$date"": ""2025-12-19T06:08:54.699000Z""}","{""$date"": ""2025-12-24T23:49:54.699000Z""}",mock,Kredi Kartım
"{""$oid"": ""9859831fea827c2cb68858a6""}","{""$oid"": ""3bd85de641b4e96265d22b4c""}",İş Bankası,9125179360186089,Gizem Karaca,13286.62,TRY,True,"{""$date"": ""2025-12-24T08:01:54.699000Z""}","{""$date"": ""2025-12-24T23:46:54.699000Z""}",mock,Biriktirme Hesabım
"{""$oid"": ""6c07d488fd070de276c4e316""}","{""$oid"": ""ae4c003d3df6fde66bc24ad3""}",Garanti Bankası,4105622161128327,Kadir Erdoğan,14199.44,EUR,True,"{""$date"": ""2025-12-23T15:26:54.699000Z""}","{""$date"": ""2025-12-24T23:43:54.699000Z""}",mock,Fatura Hesabım
"{""$oid"": ""521e6624a467502340b5d097""}","{""$oid"": ""9c7c3e050403c718d9a6591d""}",Akbank,3685756962621499,Samet Kılıç,1508.92,EUR,True,"{""$date"": ""2025-12-23T20:04:54.699000Z""}","{""$date"": ""2025-12-24T23:40:54.699000Z""}",manuel,Günlük Harcamalar
"{""$oid"": ""2b21334792fd491cb57fa49b""}","{""$oid"": ""e109ae0a347a175d154ac989""}",İş Bankası,9805057724145559,Enes Yalçın,4538.13,USD,False,"{""$date"": ""2025-12-23T03:15:54.699000Z""}","{""$date"": ""2025-12-24T23:37:54.699000Z""}",mock,Biriktirme Hesabım
"{""$oid"": ""7c9d865b7d546ed7fef6265e""}","{""$oid"": ""91eefd03d7813b0de11a9ce0""}",Garanti Bankası,4885030242982455,Berk Çetin,16259.99,TRY,True,"{""$date"": ""2025-12-21T15:12:54.699000Z""}","{""$date"": ""2025-12-24T23:34:54.699000Z""}",mock,Banka Kartım
"{""$oid"": ""11e2e49485027e3d4bb77170""}","{""$oid"": ""d7d2508b23f665625f9bd0a2""}",Akbank,6500238331270702,Şule Güler,90.47,USD,True,"{""$date"": ""2025-12-21T23:04:54.699000Z""}","{""$date"": ""2025-12-24T23:31:54.699000Z""}",mock,Maaş Kartım
"{""$oid"": ""66665092c2ae5c628e9673ee""}","{""$oid"": ""896cfa7ed2b25783b526c7bc""}",İş Bankası,4638567353509332,Beyza Kaya,7344.91,TRY,True,"{""$date"": ""2025-12-23T13:31:54.699000Z""}","{""$date"": ""2025-12-24T23:28:54.699000Z""}",mock,Biriktirme Hesabım
"{""$oid"": ""ada066e2148ffeea832fa099""}","{""$oid"": ""ec602447306444bfd4ea9bc3""}",Garanti Bankası,8079943730760450,Hande Çelik,19824.23,TRY,True,"{""$date"": ""2025-12-21T07:09:54.699000Z""}","{""$date"": ""2025-12-24T23:25:54.699000Z""}",openbanking,Biriktirme Hesabım
"{""$oid"": ""b7d4f823fd03ef0eb2ee8818""}","{""$oid"": ""292afe7e48d0332c9c707980""}",Akbank,4057237445019555,Onur Güneş,15234.38,TRY,True,"{""$date"": ""2025-12-20T19:48:54.699000Z""}","{""$date"": ""2025-12-24T23:22:54.699000Z""}",openbanking,Banka Kartım
"{""$oid"": ""4c636ee8f462818688539467""}","{""$oid"": ""d07cbe2d6ebfb6f487d58acf""}",İş Bankası,5416499504535631,Bahar Güler,6781.31,EUR,True,"{""$date"": ""2025-12-19T19:04:54.699000Z""}","{""$date"": ""2025-12-24T23:19:54.699000Z""}",mock,Banka Kartım
"{""$oid"": ""07bc883759fedb811a6110a6""}","{""$oid"": ""36d4793df5d882092e92e511""}",Garanti Bankası,5893208147445173,Umut Güneş,328.1,TRY,True,"{""$date"": ""2025-12-19T09:56:54.699000Z""}","{""$date"": ""2025-12-24T23:16:54.699000Z""}",manuel,Günlük Harcamalar
"{""$oid"": ""6d44fb8a12c931bfa86b3023""}","{""$oid"": ""0001388848c73a89bc8d26e1""}",Akbank,4421218830513996,Furkan Güler,16464.47,USD,True,"{""$date"": ""2025-12-21T07:26:54.699000Z""}","{""$date"": ""2025-12-24T23:13:54.699000Z""}",openbanking,Kredi Kartım
"{""$oid"": ""070f1bb66cc742db01bb3565""}","{""$oid"": ""0370dac680b6f1d30e5fcaae""}",İş Bankası,2744180033127735,Orhan Aksoy,7748.15,USD,False,"{""$date"": ""2025-12-24T04:40:54.699000Z""}","{""$date"": ""2025-12-24T23:10:54.699000Z""}",openbanking,Kredi Kartım
"{""$oid"": ""247e66c2df73a32aa60042cb""}","{""$oid"": ""aae8373fd84d674569391012""}",Garanti Bankası,5345655344357311,Ceren Şahin,3974.99,USD,True,"{""$date"": ""2025-12-18T04:15:54.699000Z""}","{""$date"": ""2025-12-24T23:07:54.699000Z""}",openbanking,Biriktirme Hesabım
"{""$oid"": ""183eb3bfab2621a977305535""}","{""$oid"": ""426c8c8f2fc8dbb0b36c37b8""}",Akbank,4477943185144495,Gül Yavuz,16539.53,EUR,True,"{""$date"": ""2025-12-21T01:27:54.699000Z""}","{""$date"": ""2025-12-24T23:04:54.699000Z""}",manuel,Fatura Hesabım
"{""$oid"": ""56340605d209737c6f67d99f""}","{""$oid"": ""06eb6c35cd67adbd55693116""}",İş Bankası,7220185640285224,Gül Aslan,4601.92,TRY,True,"{""$date"": ""2025-12-20T14:29:54.699000Z""}","{""$date"": ""2025-12-24T23:01:54.699000Z""}",mock,Maaş Kartım
"{""$oid"": ""0dc46a0ddc7fa5448d8c5f3a""}","{""$oid"": ""f34b593996a74caee65c59ec""}",Garanti Bankası,9234519171324415,Kadir Kılıç,10302.95,USD,True,"{""$date"": ""2025-12-20T22:45:54.699000Z""}","{""$date"": ""2025-12-24T22:58:54.699000Z""}",openbanking,Günlük Harcamalar
"{""$oid"": ""a52a8f0a545c9205c3aeeabb""}","{""$oid"": ""54ea48d9d90b4f8133c7949b""}",Akbank,3552418011221435,Ali Uçar,10674.52,EUR,True,"{""$date"": ""2025-12-21T21:09:54.699000Z""}","{""$date"": ""2025-12-24T22:55:54.699000Z""}",openbanking,Günlük Harcamalar
"{""$oid"": ""60faa02d2e6c9ba6044f8f96""}","{""$oid"": ""e0591aa9db86dfd6f81dea3b""}",İş Bankası,5234253754550584,Burak Çelik,8376.19,EUR,True,"{""$date"": ""2025-12-21T05:05:54.699000Z""}","{""$date"": ""2025-12-24T22:52:54.699000Z""}",manuel,Biriktirme Hesabım
"{""$oid"": ""cd357a8f818b44a629aea69e""}","{""$oid"": ""da5eda6713c5e4d262a1f240""}",Garanti Bankası,3039506004681508,Batuhan Demir,1494.66,EUR,True,"{""$date"": ""2025-12-24T07:58:54.699000Z""}","{""$date"": ""2025-12-24T22:49:54.699000Z""}",mock,Maaş Kartım
"{""$oid"": ""0abfd5baae8c3720c9dad693""}","{""$oid"": ""017bf2ae3f0404cf29ccf048""}",Akbank,5821428606681514,Ömer Kaplan,19790.28,TRY,True,"{""$date"": ""2025-12-21T07:26:54.699000Z""}","{""$date"": ""2025-12-24T22:46:54.699000Z""}",manuel,Fatura Hesabım
"{""$oid"": ""d473ca41e1586ca95946062f""}","{""$oid"": ""90b84a284efdf5f361bb5f00""}",İş Bankası,4131236043525200,Tolga Koç,12879.32,USD,True,"{""$date"": ""2025-12-20T19:09:54.699000Z""}","{""$date"": ""2025-12-24T22:43:54.699000Z""}",mock,Banka Kartım
"{""$oid"": ""5da072318735ed9b21099246""}","{""$oid"": ""2ae21608990ca8725e23830a""}",Garanti Bankası,1361017739365366,Tuğba Avcı,10657.19,TRY,True,"{""$date"": ""2025-12-19T15:54:54.699000Z""}","{""$date"": ""2025-12-24T22:40:54.699000Z""}",mock,Günlük Harcamalar
"{""$oid"": ""c6c5cefe98fb6f56b7fd3075""}","{""$oid"": ""dfd05de1212b9b197a954d73""}",Akbank,8552460550508310,Elif Öztürk,9839.7,EUR,True,"{""$date"": ""2025-12-22T12:55:54.699000Z""}","{""$date"": ""2025-12-24T22:37:54.699000Z""}",openbanking,Fatura Hesabım
"{""$oid"": ""d6fc6693491bb4acd9229c51""}","{""$oid"": ""1ac8e9af6c435b630db51495""}",İş Bankası,4208512619046810,Merve Avcı,4986.78,TRY,True,"{""$date"": ""2025-12-21T09:01:54.699000Z""}","{""$date"": ""2025-12-24T22:34:54.699000Z""}",manuel,Banka Kartım
"{""$oid"": ""da773948a2c4486d48c6b39b""}","{""$oid"": ""5e2eb3b69878b03354f82960""}",Garanti Bankası,2742193825368554,Ali Tekin,18191.27,TRY,True,"{""$date"": ""2025-12-20T03:59:54.699000Z""}","{""$date"": ""2025-12-24T22:31:54.699000Z""}",openbanking,Günlük Harcamalar
"{""$oid"": ""3265f08b45d075465743fa83""}","{""$oid"": ""c970305faaf820db7df8c09f""}",Akbank,3804068718072511,Emre Demir,11678.42,TRY,True,"{""$date"": ""2025-12-19T12:08:54.699000Z""}","{""$date"": ""2025-12-24T22:28:54.699000Z""}",openbanking,Banka Kartım
"{""$oid"": ""61deeb75d67a645a245fa6a1""}","{""$oid"": ""44fde454fb7a712f19f94b83""}",İş Bankası,5988182291342417,Esra Özdemir,2641.09,USD,True,"{""$date"": ""2025-12-20T22:17:54.699000Z""}","{""$date"": ""2025-12-24T22:25:54.699000Z""}",mock,Maaş Kartım
"{""$oid"": ""c129f1e59dd8eda94fd08ba0""}","{""$oid"": ""db550a334fa5528649913437""}",Garanti Bankası,4439449508330607,Sümeyye Yavuz,13940.26,USD,True,"{""$date"": ""2025-12-24T20:59:54.699000Z""}","{""$date"": ""2025-12-24T22:22:54.699000Z""}",mock,Banka Kartım
"{""$oid"": ""e3e500ddd65d45d78bfa4404""}","{""$oid"": ""0d15054f3b4af699b1c0603c""}",Akbank,9632570099354321,Arda Kurt,15100.43,USD,True,"{""$date"": ""2025-12-24T02:41:54.699000Z""}","{""$date"": ""2025-12-24T22:19:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""c0d7bb2e3712773aee675fd1""}","{""$oid"": ""a86e236d6d582456067fd225""}",İş Bankası,2966949756760103,Oğuz Şahin,6743.31,USD,True,"{""$date"": ""2025-12-22T06:57:54.699000Z""}","{""$date"": ""2025-12-24T22:16:54.699000Z""}",openbanking,Fatura Hesabım
"{""$oid"": ""d7c659202262eb871edba5f6""}","{""$oid"": ""87f1f5f040df74ed242c47c6""}",Garanti Bankası,2124224751027223,Aylin Güneş,12839.49,EUR,True,"{""$date"": ""2025-12-20T18:13:54.699000Z""}","{""$date"": ""2025-12-24T22:13:54.699000Z""}",openbanking,Kredi Kartım
"{""$oid"": ""079ea22a3471905392c7d52c""}","{""$oid"": ""8aa3c914a0b94a47b2f65103""}",Akbank,6370036356224452,Kadir Bulut,10943.88,USD,True,"{""$date"": ""2025-12-20T02:42:54.699000Z""}","{""$date"": ""2025-12-24T22:10:54.699000Z""}",openbanking,Fatura Hesabım
"{""$oid"": ""74ae9456c269e940604d7dfd""}","{""$oid"": ""0c916301de2484846800c3b5""}",İş Bankası,6138487397600182,Esra Koç,8451.87,USD,True,"{""$date"": ""2025-12-22T20:00:54.699000Z""}","{""$date"": ""2025-12-24T22:07:54.699000Z""}",manuel,Maaş Kartım
"{""$oid"": ""197258d1d8c4aec68571342b""}","{""$oid"": ""0de88e6b73a2331c15626204""}",Garanti Bankası,1193755971053635,Deniz Yıldız,16371.88,USD,False,"{""$date"": ""2025-12-18T20:24:54.699000Z""}","{""$date"": ""2025-12-24T22:04:54.699000Z""}",openbanking,Banka Kartım
"{""$oid"": ""36bc19cbc9514fc90a7201fc""}","{""$oid"": ""9ac19681c61f40aaa63d8082""}",Akbank,2522300175150366,Ceren Keskin,11693.21,TRY,True,"{""$date"": ""2025-12-21T21:22:54.699000Z""}","{""$date"": ""2025-12-24T22:01:54.699000Z""}",openbanking,Fatura Hesabım
"{""$oid"": ""e7e16128582d202996fa6f9a""}","{""$oid"": ""64c72857f4de03894ccd35d8""}",İş Bankası,7736181794782542,Bahar Yıldız,16491.11,EUR,True,"{""$date"": ""2025-12-24T16:41:54.699000Z""}","{""$date"": ""2025-12-24T21:58:54.699000Z""}",openbanking,Kredi Kartım
"{""$oid"": ""add899130b89a31650c91afb""}","{""$oid"": ""80d9a608496cab154b22286d""}",Garanti Bankası,6125021283498598,Hande Erdem,16768.72,TRY,True,"{""$date"": ""2025-12-19T07:45:54.699000Z""}","{""$date"": ""2025-12-24T21:55:54.699000Z""}",manuel,Günlük Harcamalar
"{""$oid"": ""83739cb70368162a348e8ae6""}","{""$oid"": ""18dc9e80d4f7459c743922db""}",Akbank,4321423020597538,Eren Yıldız,1626.95,USD,True,"{""$date"": ""2025-12-23T22:09:54.699000Z""}","{""$date"": ""2025-12-24T21:52:54.699000Z""}",mock,Günlük Harcamalar
"{""$oid"": ""e47340a1e620f9533baec49c""}","{""$oid"": ""fc8fa5ee2df6c07da7f39953""}",İş Bankası,4725136617101040,Fatma Şimşek,8071.7,USD,True,"{""$date"": ""2025-12-24T12:32:54.699000Z""}","{""$date"": ""2025-12-24T21:49:54.699000Z""}",manuel,Maaş Kartım
"{""$oid"": ""b445bd21713fb30185df8003""}","{""$oid"": ""c10c92fdb21a4596eaaf15db""}",Garanti Bankası,3425250106883424,Süleyman Öztürk,5230.84,USD,True,"{""$date"": ""2025-12-21T03:54:54.699000Z""}","{""$date"": ""2025-12-24T21:46:54.699000Z""}",manuel,Maaş Kartım
"{""$oid"": ""b67d882419d7714fd84dbaba""}","{""$oid"": ""4107eb402f6ec92253540a81""}",Akbank,3695159446140116,Derya Yıldız,13032.91,TRY,True,"{""$date"": ""2025-12-24T17:49:54.699000Z""}","{""$date"": ""2025-12-24T21:43:54.699000Z""}",mock,Günlük Harcamalar
"{""$oid"": ""f33886f14cd154e214531e83""}","{""$oid"": ""de2bcf9a6c467c47d7a2ef61""}",İş Bankası,2912722131361715,Nazlı Aydın,7471.66,USD,False,"{""$date"": ""2025-12-22T04:35:54.699000Z""}","{""$date"": ""2025-12-24T21:40:54.699000Z""}",manuel,Maaş Kartım
"{""$oid"": ""8c28ec056c0cd2fa730addd8""}","{""$oid"": ""dbf39b26b3ee2f6e93300762""}",Garanti Bankası,7230271591224098,Tuğba Karaca,2769.09,EUR,True,"{""$date"": ""2025-12-22T16:52:54.699000Z""}","{""$date"": ""2025-12-24T21:37:54.699000Z""}",manuel,Banka Kartım
"{""$oid"": ""7a268b123b10740e2468ebbc""}","{""$oid"": ""6201c4fb8d057f1799edda4b""}",Akbank,4436750637145147,Onur Yalçın,1323.96,USD,True,"{""$date"": ""2025-12-24T17:06:54.699000Z""}","{""$date"": ""2025-12-24T21:34:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""4c7e5cb6c386939d38cd5a28""}","{""$oid"": ""398e689cc43790882a89f06e""}",İş Bankası,7371115659128062,Batuhan Karaca,13592.89,USD,True,"{""$date"": ""2025-12-24T19:45:54.699000Z""}","{""$date"": ""2025-12-24T21:31:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""5abbbc167eca9aca0f462412""}","{""$oid"": ""5b534baf6cd728c89c70cae5""}",Garanti Bankası,3684845983326524,Hakan Kurt,17552.73,TRY,True,"{""$date"": ""2025-12-19T12:45:54.699000Z""}","{""$date"": ""2025-12-24T21:28:54.699000Z""}",mock,Günlük Harcamalar
"{""$oid"": ""15412a3571ca52891d5fe6b9""}","{""$oid"": ""6a65ee971e564e19e0c02b3d""}",Akbank,1245713302962237,Can Bulut,11628.35,EUR,True,"{""$date"": ""2025-12-24T16:47:54.699000Z""}","{""$date"": ""2025-12-24T21:25:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""3aa0aa3a4c38661d941456c8""}","{""$oid"": ""4b86ebdff8953602ab2e6b4a""}",İş Bankası,6037850090370514,Yusuf Uçar,16495.38,EUR,True,"{""$date"": ""2025-12-23T18:37:54.699000Z""}","{""$date"": ""2025-12-24T21:22:54.699000Z""}",mock,Biriktirme Hesabım
"{""$oid"": ""3c08d26d421dac8dd48f9c64""}","{""$oid"": ""ef7e33fba410b2048dcfd06d""}",Garanti Bankası,2111535725513020,Beyza Özdemir,18699.54,USD,True,"{""$date"": ""2025-12-23T05:21:54.699000Z""}","{""$date"": ""2025-12-24T21:19:54.699000Z""}",mock,Kredi Kartım
"{""$oid"": ""991a2c2b98811e258760f92e""}","{""$oid"": ""3453b2417e10989f8bf2e06a""}",Akbank,4360211544184224,Ayşe Uçar,10863.01,USD,False,"{""$date"": ""2025-12-22T22:23:54.699000Z""}","{""$date"": ""2025-12-24T21:16:54.699000Z""}",mock,Biriktirme Hesabım
"{""$oid"": ""90533974bd6b6bb2666de51c""}","{""$oid"": ""565d70edfb389535c545b073""}",İş Bankası,8655663358735085,Beyza Kurt,7666.74,EUR,True,"{""$date"": ""2025-12-23T12:11:54.699000Z""}","{""$date"": ""2025-12-24T21:13:54.699000Z""}",manuel,Banka Kartım
"{""$oid"": ""c17bc74deef0ce03034918ac""}","{""$oid"": ""9c352bd52d0a3be05cbeb45c""}",Garanti Bankası,4717576734551081,Özge Şimşek,3611.35,TRY,True,"{""$date"": ""2025-12-21T02:20:54.699000Z""}","{""$date"": ""2025-12-24T21:10:54.699000Z""}",manuel,Maaş Kartım
"{""$oid"": ""49690055a8d409d55e91ffef""}","{""$oid"": ""ec42c3b2f1af27aeacaf87c6""}",Akbank,4057522431397242,Eren Tekin,17431.57,USD,True,"{""$date"": ""2025-12-22T00:47:54.699000Z""}","{""$date"": ""2025-12-24T21:07:54.699000Z""}",openbanking,Fatura Hesabım
"{""$oid"": ""ae767721cf88de1c260ad870""}","{""$oid"": ""eba447c97c67a0c900cbd378""}",İş Bankası,3412081955001140,Orhan Güneş,7077.08,TRY,True,"{""$date"": ""2025-12-21T18:10:54.699000Z""}","{""$date"": ""2025-12-24T21:04:54.699000Z""}",mock,Maaş Kartım
"{""$oid"": ""372c1639f382d0f8ee24088b""}","{""$oid"": ""1ea60e24254e512ad1d98f0f""}",Garanti Bankası,4100728146362755,Hülya Özdemir,3081.74,TRY,True,"{""$date"": ""2025-12-18T16:37:54.699000Z""}","{""$date"": ""2025-12-24T21:01:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""d6053d66377919555381993a""}","{""$oid"": ""71c1d758f44913363104af05""}",Akbank,1481313494497332,Sümeyye Kılıç,16356.53,EUR,True,"{""$date"": ""2025-12-24T09:04:54.699000Z""}","{""$date"": ""2025-12-24T20:58:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""b0e9a445b29162480688b015""}","{""$oid"": ""4e615750e88a7055219dc83a""}",İş Bankası,2907671053853156,Özge Yalçın,4155.04,USD,True,"{""$date"": ""2025-12-21T03:55:54.699000Z""}","{""$date"": ""2025-12-24T20:55:54.699000Z""}",mock,Banka Kartım
"{""$oid"": ""6a1552b28c0738600814996b""}","{""$oid"": ""560b1e0c63b828d56be6856d""}",Garanti Bankası,2510456597723240,Özge Toprak,3112.67,EUR,True,"{""$date"": ""2025-12-24T13:39:54.699000Z""}","{""$date"": ""2025-12-24T20:52:54.699000Z""}",manuel,Fatura Hesabım
"{""$oid"": ""97621a34d8f39ebcafe33aaa""}","{""$oid"": ""3e1e1fa13b5adfb3a41bce2a""}",Akbank,1647258043414452,Barış Koç,540.04,TRY,True,"{""$date"": ""2025-12-23T06:42:54.699000Z""}","{""$date"": ""2025-12-24T20:49:54.699000Z""}",openbanking,Fatura Hesabım
"{""$oid"": ""77ded2e0ab5b7ce3788cd3eb""}","{""$oid"": ""7eae0c70172c2315c2005dff""}",İş Bankası,3000063570150954,Tuğba Aydın,14461.44,TRY,True,"{""$date"": ""2025-12-20T11:55:54.699000Z""}","{""$date"": ""2025-12-24T20:46:54.699000Z""}",manuel,Günlük Harcamalar
"{""$oid"": ""172db452e11cef4baed3df8b""}","{""$oid"": ""58b251c359c4fbb76f5e6443""}",Garanti Bankası,1409165351950652,Gamze Keskin,5496.21,EUR,True,"{""$date"": ""2025-12-18T04:29:54.699000Z""}","{""$date"": ""2025-12-24T20:43:54.699000Z""}",mock,Banka Kartım
"{""$oid"": ""23f0d15187ce1e03cf07b19c""}","{""$oid"": ""b62b6d1621aed81b5ef9b711""}",Akbank,4639516959776110,Melis Yavuz,10147.84,USD,True,"{""$date"": ""2025-12-18T20:44:54.699000Z""}","{""$date"": ""2025-12-24T20:40:54.699000Z""}",mock,Biriktirme Hesabım
"{""$oid"": ""8807e6fe502ddbc75370b974""}","{""$oid"": ""030e6e0b656e969bc0906be5""}",İş Bankası,1841710804921556,Sercan Uçar,13030.56,USD,True,"{""$date"": ""2025-12-21T05:23:54.699000Z""}","{""$date"": ""2025-12-24T20:37:54.699000Z""}",manuel,Banka Kartım
"{""$oid"": ""34d875048c62b69da96539a4""}","{""$oid"": ""395cc973064f095e52ab4471""}",Garanti Bankası,2506457264492535,Ayşe Güneş,9289.36,USD,True,"{""$date"": ""2025-12-22T09:31:54.699000Z""}","{""$date"": ""2025-12-24T20:34:54.699000Z""}",mock,Maaş Kartım
"{""$oid"": ""b2a13ae830b5d27b8ba96ba4""}","{""$oid"": ""a3d713a7af305efccf312c58""}",Akbank,5417165852624484,Furkan Kaplan,13732.32,TRY,True,"{""$date"": ""2025-12-20T11:10:54.699000Z""}","{""$date"": ""2025-12-24T20:31:54.699000Z""}",manuel,Kredi Kartım
"{""$oid"": ""10e9b4d1f1eb3413e7833e10""}","{""$oid"": ""b4b5b1e37a599c1d6e0f5c7e""}",İş Bankası,4210730305114415,Şule Kaya,19954.52,USD,True,"{""$date"": ""2025-12-20T10:04:54.699000Z""}","{""$date"": ""2025-12-24T20:28:54.699000Z""}",mock,Maaş Kartım
"{""$oid"": ""08b808ae474d9d1246053aa3""}","{""$oid"": ""dcd9b5f1415b272404765622""}",Garanti Bankası,9840150218011725,Rabia Yıldız,10383.06,TRY,True,"{""$date"": ""2025-12-20T20:11:54.699000Z""}","{""$date"": ""2025-12-24T20:25:54.699000Z""}",openbanking,Kredi Kartım
"{""$oid"": ""f6e91dbf5839ce08c28a02e9""}","{""$oid"": ""d10e83240d479173cf7eff86""}",Akbank,4853480244373009,Beyza Polat,19912.44,TRY,True,"{""$date"": ""2025-12-21T01:16:54.699000Z""}","{""$date"": ""2025-12-24T20:22:54.699000Z""}",manuel,Günlük Harcamalar
"{""$oid"": ""94d215bd8d16818f13636c6e""}","{""$oid"": ""ef536d38ded46204361b8247""}",İş Bankası,9442411424829314,Samet Erdoğan,8292.58,USD,True,"{""$date"": ""2025-12-18T02:54:54.699000Z""}","{""$date"": ""2025-12-24T20:19:54.699000Z""}",manuel,Fatura Hesabım
"{""$oid"": ""b0c2a763734d550dd36d6cbc""}","{""$oid"": ""4ef1d93732e689dd2d4d7d2a""}",Garanti Bankası,2405235851498831,Burak Güler,11232.78,USD,True,"{""$date"": ""2025-12-18T01:51:54.699000Z""}","{""$date"": ""2025-12-24T20:16:54.699000Z""}",openbanking,Banka Kartım
"{""$oid"": ""bcff6e4fc1080faadc6f4172""}","{""$oid"": ""66d27677c70e1a4d43cebd5d""}",Akbank,3731052032562903,Arda Güler,19516.68,EUR,True,"{""$date"": ""2025-12-21T12:34:54.699000Z""}","{""$date"": ""2025-12-24T20:13:54.699000Z""}",mock,Banka Kartım
"{""$oid"": ""d7efb736689d00ffed6f67b9""}","{""$oid"": ""75112c6dd35a0db2f5d8c512""}",İş Bankası,5015054247300994,Batuhan Ekinci,14846.85,USD,True,"{""$date"": ""2025-12-21T03:58:54.699000Z""}","{""$date"": ""2025-12-24T20:10:54.699000Z""}",mock,Günlük Harcamalar
"{""$oid"": ""e9c57468a4ff1ad60a212d7c""}","{""$oid"": ""1dca75cf82ceb498371147dc""}",Garanti Bankası,4965024122312833,Gamze Çelik,14135.46,TRY,False,"{""$date"": ""2025-12-19T03:22:54.699000Z""}","{""$date"": ""2025-12-24T20:07:54.699000Z""}",manuel,Banka Kartım
"{""$oid"": ""ecbcaccbf8b85433afde5928""}","{""$oid"": ""ca20c013fb6501d44ed50aac""}",Akbank,5522133641610344,Cem Uçar,15439.17,EUR,True,"{""$date"": ""2025-12-23T01:22:54.699000Z""}","{""$date"": ""2025-12-24T20:04:54.699000Z""}",manuel,Maaş Kartım
"{""$oid"": ""6f46a85cf56040a17da1eb9b""}","{""$oid"": ""2f0705e7601f548b8be20a8d""}",İş Bankası,3661416924531954,Emre Demir,9994.03,TRY,True,"{""$date"": ""2025-12-23T13:11:54.699000Z""}","{""$date"": ""2025-12-24T20:01:54.699000Z""}",openbanking,Biriktirme Hesabım
"{""$oid"": ""2c50a7615773007f5b256cac""}","{""$oid"": ""7491f0b431e466076f93ce3d""}",Garanti Bankası,1050205653846904,Merve Demir,11544.8,USD,True,"{""$date"": ""2025-12-22T05:37:54.699000Z""}","{""$date"": ""2025-12-24T19:58:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""aa07e3063dbf1b5eb7fa67b0""}","{""$oid"": ""db9b05fde7b0262683aabc6c""}",Akbank,4432604572324411,Ömer Doğan,12815.3,EUR,True,"{""$date"": ""2025-12-19T10:54:54.699000Z""}","{""$date"": ""2025-12-24T19:55:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""927e0b7c5882bf050573f32a""}","{""$oid"": ""0eff0798420a0da1dc37280d""}",İş Bankası,4060105215228249,Melis Şahin,18255.98,USD,True,"{""$date"": ""2025-12-23T03:16:54.699000Z""}","{""$date"": ""2025-12-24T19:52:54.699000Z""}",openbanking,Maaş Kartım
"{""$oid"": ""5ea7568adbfa9131f797bbb6""}","{""$oid"": ""a1d6821e5b054b2617b0f72f""}",Garanti Bankası,3637420315433326,Oğuz Özdemir,15811.47,EUR,True,"{""$date"": ""2025-12-24T18:31:54.699000Z""}","{""$date"": ""2025-12-24T19:49:54.699000Z""}",mock,Günlük Harcamalar
"{""$oid"": ""c7d1d89541564177ac91f904""}","{""$oid"": ""dad139f5f7de5046526a7b75""}",Akbank,4549591861450485,Gizem Yavuz,18414.8,USD,True,"{""$date"": ""2025-12-24T08:30:54.699000Z""}","{""$date"": ""2025-12-24T19:46:54.699000Z""}",mock,Banka Kartım
